"","klasifikasi","score","text"
"776","Netral",0,"kakanwil kemenkumham jateng a yuspahruddin laksanakan home visit pk bas nusakambangan  pemerintah setem "
"777","Netral",0,"kakanwil kemenkumham jateng a yuspahruddin laksanakan home visit pk bas nusakambangan  pemerintah setem "
"778","Positif",1,"    namanya kebijaksanaan merintah yg memudahkan masyarakat"
"779","Positif",1,"misi  indonesia emas   diwujudkan merintah   gerakan membangunafterb "
"780","Positif",1," komr trs muncul  rice cooker  pemerintah kemana pln kalo isunya kelebihan sokan kena tdk pl "
"781","Netral",0,"pemerintah targetkan revisi uu migas ramng jokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"782","Positif",1,"pemerintah   memasok beras  perum bulog   ton pasokan   memenuhi kebutuhan "
"783","Negatif",-1,"  yg kaitkan bencana dg maksiat zina merintah zolim buzzer dll a gak kekiran bhw  semaca "
"784","Netral",0,"presiden jokowi ungkaenam strategi pemerintah hada tantanganekonomi "
"785","Positif",2,"komitmen pemerintah  meningkatkan ketahanan pangan nasionaljokowipresidenkupembangunanuntukrakyat "
"786","Netral",0,"presiden jokowi ungkaenam strategi pemerintah hada tantanganekonomi "
"787","Netral",0," merintah save ekonomi kerakyatan  blt bbm bantuanbbmuntukrakyatbltbbmtetsasaran "
"788","Netral",0,"pemerintah nyatakan pembangunan sdmjokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"789","Negatif",-2,"obvitnas diangganting  mbangunan nasional alhasil  dilindungi   ancaman am gangguan hin "
"790","Netral",0,"   aja nih oyek merintah"
"791","Positif",1,"pemerintah mengundang generasi muda  mengambil   mbangunan ikn nusantara pasalnya nyian sdm "
"792","Negatif",-1,"  yg ling nting  kudu  urus gak   melukai org gabersalah pemerintah is bgt urus "
"793","Positif",2,"komitmen pemerintah  meningkatkan ketahanan pangan nasionaljokowipresidenkupembangunanuntukrakyat "
"794","Negatif",-1," emang telkom  milik merintah"
"795","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"796","Positif",1," hakekatnya  pemerintah tdk berlaku adil keda  anies  warga negara yg dilindungi hak "
"797","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"798","Netral",0,"    merintah kabuten cianjur senantiasa berkoordinasi  hak terkait   "
"799","Netral",0,"pemerintah mengajak  hak menaati  mengimementasikan ketusan gubernur terkait uh minimum ovinsi ta "
"800","Netral",0,"  mmg monumen nasional  ngelolaanya  meliharaanya  dibawah otoritas pemerintah pus "
"801","Positif",2,"komitmen pemerintah  meningkatkan ketahanan pangan nasionaljokowipresidenkupembangunanuntukrakyat "
"802","Netral",0,"pemerintah targetkan revisi uu migas ramng jokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"803","Positif",2,"    menyaksikan kebijaksanaan merintah   menyelesaikan rsoalanrsoalan ma "
"804","Netral",0,"pemerintah  indonesia   diintervensi  hak manan   organisasi perdaganga "
"805","Positif",1," yg jahat  anies krn beliau  sia tsok kuasa gubernur aja mantan menteri  catan "
"806","Netral",0,"pemerintah demen bgt betulin tol jakarta cikamk"
"807","Negatif",-2,"wkwkwkwkculture shock s ngasih kritik s   salah  instansi merintah langsung diliatin  ruangan "
"808","Positif",2,"komitmen pemerintah  meningkatkan ketahanan pangan nasionaljokowipresidenkupembangunanuntukrakyat "
"809","Netral",0," lek jare arek merintah iki njancuki  ancen"
"810","Negatif",-1," simy krn merintah  ga mudeng  sokan metaverse a aja "
"811","Negatif",-1," mantak lisi polresta cirebon  menjalin sinergitas  masyarakat dgn merintah daerah"
"812","Netral",0,"pemerintah nyatakan pembangunan sdmjokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"813","Positif",1," hidudi lau terncil gak  bbm subsidi gak d pkh krn bkn keluarga "
"814","Netral",0,"   vaksin covid   kali vaksin versi pemerintah  gotong royongpemerintah buka  "
"815","Negatif",-1," catet lho ya aceh  ntar ngamuknya  merintah sat"
"816","Positif",2,"pemerintah  bin menyiaan temt yg keren banget  mahasiswa dr  daerah dgn nama asrama mahasis "
"817","Netral",0,"kakanwil kemenkumham jateng a yuspahruddin laksanakan home visit pk bas nusakambangan  pemerintah setem "
"818","Positif",1," penghasan tv analog  memangnya kena si k a mesti banget halhal kaya gini  terburubur "
"819","Negatif",-1,"fatwa   mengemukakan joget rgoy  mencerminkan muslim  berakhlak  menodai nilainilai keso "
"820","Netral",0,"kakanwil kemenkumham jateng a yuspahruddin laksanakan home visit pk bas nusakambangan  pemerintah setem "
"821","Netral",0,"yusman  rendahnya cadangan merintah  dikelola  bulog dat  merintah kesulitan menjag "
"822","Negatif",-1," pemerintah aceh ng bodoh druntau sia   wan jemboet  level firanda aja hamr "
"823","Netral",0,"kakanwil kemenkumham jateng a yuspahruddin laksanakan home visit pk bas nusakambangan  pemerintah setem "
"824","Netral",0,"pedagang pasar induk beras cinang pibc berharaagar merintah  merealisasikan imr beras  perum "
"825","Netral",0,"kakanwil kemenkumham jateng a yuspahruddin laksanakan home visit pk bas nusakambangan  pemerintah setem "
"826","Negatif",-3," masyarakat memohon keda merintah   ambil ketusan  membantu masyarakat   "
"827","Positif",1,"pemerintah am lembaga yg bikin dcast rcaya  banget   yg dengerin ya risk"
"828","Netral",0,"manta pemerintah seratenaga kerja lokal  bangun ikn kotaduniauntuksemua iknsejahterakanindonesia "
"829","Negatif",-1,"masyarakat  terbantu  blt  merintahbantuanbbmuntukrakyat bltbbmtetsasaran "
"830","Netral",0,"pemerintah  salurkan blt bbm taha cairbantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"831","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"832","Netral",0,"kakanwil kemenkumham jateng a yuspahruddin kakanwil kemenkumham jateng a yuspahruddin laksanakan home visit "
"833","Netral",0,"pedagang pasar induk beras cinang pibc menyebut sokan beras  menis ketua korasi pedagang pasar bera "
"834","Netral",0," lu  merintah kalo ngurusin lgbt udah gak ngurusin yg laen  "
"835","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"836","Negatif",-1,"  rang  kadrun rusak nkri  siadukung merintah jokowi"
"837","Netral",0,"rancangan peraturan pemerintah harmonisasi kebijakan fiskal nasional rpp hkfn  memerinci ketentuan nerbita "
"838","Netral",0," halo k menteri akah  menemukan   merintah  masyarakat   mam bi "
"839","Negatif",-1," pemerintah ri versus anies rb  rnah pemerintah ri versus hrsini konyol namanya pemerintah "
"840","Positif",1,"penambahan sokan beras  bulog   ribu ton dianggatergolong   memenuhi kebutuhan ndu "
"841","Positif",2,"komitmen pemerintah  meningkatkan ketahanan pangan nasionaljokowipresidenkupembangunanuntukrakyat "
"842","Netral",0," anyar maneh tingkahe merintah iki"
"843","Netral",0," bera liter bbm  butuh  menggai spbu  seda motor butut   membeli "
"844","Netral",0,"  reviu pelaran kinerja am prognosa caian kinerja triwulan iv   penyusunan rencana  penga "
"845","Negatif",-1,"pedagang pasar induk beras cinang pibc mendesak merintah    imr beras    "
"846","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"847","Positif",2,"jokowi mengimbau merintah  menginisiasi  terobosan  meningkatkan nggunaan oduk  belanja "
"848","Netral",0,"   nih ndat yg ling keliru   bikin indonesia  rah pend "
"849","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"850","Netral",0,"mantablt bbm  pemerintah bantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasarancerdaspakaibbm "
"851","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"852","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"853","Netral",0,"mendukung merintah bagikan blt  bsu   nyesuaian harga bbmbantuanbbmuntukrakyatbltbbmtetsasaran "
"854","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"855","Negatif",-1," orangan sawah anies yg    dungu aja merintah langsung gercep  membubarkan fpi  hti"
"856","Netral",0," kanwil kemenkumham sulsel jajaran danramil sekabuten luwu timur jajaran camat sekabuten luwu timur  "
"857","Positif",1," kabid inteldakim kanwil kemenkumham sulsel mirza akbar perusahaan yg memrkerjakan wna  melarkan wnany "
"858","Positif",1,"  bantuan merintah cair   bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"859","Positif",1,"bantalan sosial nyesuaian harga bbm uya merintah melindungi masyarakat bantuanbbmuntukrakyat "
"860","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"861","Negatif",-1,"tolong  dirhatikan  kebijakannya ngaturan domain  milik merintah korasi  ukm  ojk "
"862","Positif",1,"menteri keuangan menkeu sri mulyani indrawati      merintah  berhasil men "
"863","Netral",0,"presiden joko widodo rabu   merintah  mengajukan banding  tusan sengketa rdagangan "
"864","Netral",0,"  kena harga stb  semahal  sih  ga sih bantuan stb  merintah k"
"865","Netral",0,"pemerintah   kemudahanjokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"866","Positif",2,"pemerintah amerika serikat  memilih menyelesaikan   dunia   militer akibatnya anggara "
"867","Negatif",-1,"didu sll nyinyir merintah nti klu ka  jkt bdg sdh berorasi sti lu  jg "
"868","Negatif",-3,"bangsa indonesia  jinak kayak keledai aikasi peduli lindungi yg  merukan diskriminasi aja ga  "
"869","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"870","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"871","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"872","Netral",0," uya     merintah sat  merintah daerah  menciakan kedamaian  ink "
"873","Netral",0,"pemerintah  distribusi blt bbm    terlewat bantuanbbmuntukrakyat bltbbmtetsasaran "
"874","Netral",0,"waes   aesiasi keda merintah daerah beserta mrp  dprp   mengelola rkembangan ot "
"875","Netral",0,"uu cilaka   cilaka bangsa   sdh  tusan mk blm   lakukan rintah mk  pemerintah "
"876","Positif",1,"bantuan modal kerja   dibagikan  merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"877","Netral",0,"  keamanan gak   otokol kesehatan   orang berkumljadi "
"878","Netral",0," miri ta kalo disamain   mirikasusnya alibaba  shadow "
"879","Positif",1,"  bantuan merintah cair   bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"880","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"881","Netral",0,"prestasi merintah ekonomi meroket indosat   buyback    komit   hutang alagi im "
"882","Positif",1," menteri bumn erick thohir langkah pemerintah  mengimr beras  uya   terjadiny "
"883","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"884","Positif",1,"bantalan sosial nyesuaian harga bbm uya merintah melindungi masyarakat bantuanbbmuntukrakyat "
"885","Netral",0,"pemerintah bagikan blt  bsu  mencegah angka kemiskinanbantuanbbmuntukrakyatbltbbmtetsasaran "
"886","Netral",0,"  kena harga stb  semahal  sih  ga sih bantuan stb  merintah k"
"887","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"888","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"889","Positif",1," gak tau gmana  ahy  memrkuat hubungan bilateral  indonesia am australia   "
"890","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"891","Negatif",-1," tetelih shell biar gak dibilang beban merintah"
"892","Negatif",-1,"  klo  alfa trus  gak bolehin beli  km bilang aja   minyak goreng "
"893","Netral",0,"resn cet merintahjokowipresidenkupembangunanuntukrakyatpresidenjokowihebatjokowimembangunnegeri "
"894","Netral",0," klo dayak gak rlu diragukan lg hamr  tanah kalimantan  dieksoitasi  da "
"895","Positif",3," dlm gelaran akbar yg disorot publik mrk mmg tdk undang k anies tdlm ceramah mrk rorgan yg tdk "
"896","Negatif",-1,"  rumah rusak  diverifikasi  bnpb pemerintah berencana  rekontruksi scagem cia "
"897","Positif",1,"hebat merintah  salurkan bansos keda komunitas adat terncil   indonesiabantuanbbmuntukrakyat "
"898","Positif",1,"chairman the indonesia iron am steel industry association iisia silmy karim mendorong merintah   "
"899","Positif",1,"terima kasih merintahjokowipresidenkupembangunanuntukrakyatpresidenjokowihebatjokowimembangunnegeri "
"900","Netral",0,"minat investor  merintah rluas area investasi  iknkotaduniauntuksemuaiknsejahterakanindonesia "
"901","Negatif",-1," mohon maanih gan kis  bentuk mbaharuan dr bs bedanya  kis yg ditanggung merintah alias "
"902","Netral",0,"  e lek dalan e ditutuacara merintahiku sti wes ono ijin e mas wes ono rekayasa  "
"903","Positif",3,"bantuan sosial  merintah  subsidi tet sasaranbantuanbbmuntukrakyatbltbbmtetsasaran "
"904","Netral",0," higs domino nyata judi kena merintah  memblokir game berkedok judi "
"905","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"906","Netral",0,"  ikolog ta gua kagak  biaya anjgggg  gak   mental kayak gini  dibayarin merintah"
"907","Netral",0,"minat investor  merintah rluas area investasi  iknkotaduniauntuksemuaiknsejahterakanindonesia "
"908","Netral",0,"  kena harga stb  semahal  sih  ga sih bantuan stb  merintah k"
"909","Positif",1," keluarga  donggala terima pkh bpnt  blt bbm  pemerintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"910","Netral",0,"manta pemerintah targetkan revisi uu migas ramng  jokowipresidenkupembangunanuntukrakyat "
"911","Netral",0," wujud keberhakan merintah keda ra laku usaha oduktifjokowipresidenkupembangunanuntukrakyat "
"912","Netral",0,"  bener   dokter   janagn   suruh merintah karna sti hasilnya mudah  tebak"
"913","Netral",0,"adanaganda maryshelraiso warga dukung  kebijakan pemerintah jokowipresidenku pembangunanuntukrakyat "
"914","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"915","Negatif",-1,"kawasan inti sat merintah  kota nusantara  yg disingkat kipp ikn dirancang   kota yg terhub "
"916","Netral",0,"jokowi pastikan pembangunan ikn  berjalan  pemerintah berganti kotaduniauntuksemua "
"917","Positif",1," pemerintah yg   logo dri mui  merintah tan label halal n udah dimana  oduk ka "
"918","Netral",0,"wkwkwk bangsaatttt "
"919","Positif",1,"pemerintah sti   terbaik  rakyatnya    korasi  "
"920","Netral",0," ngledek merintah "
"921","Netral",0," kena merintah terkesan takut  nasdem bwruya  riode  dst  mengoreksi  "
"922","Positif",1,"pemerintah tingkatkan kualitas sdmjokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"923","Netral",0," dukung merintah salurkan blt bbm bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"924","Netral",0,"pemerintah siaturun  suku bunga kurjokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"925","Netral",0," revisi uu ikn pemerintah bantah penyusunannya tergesagesa "
"926","Netral",0,"pemerintah targetkan revisi uu migas ramng jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"927","Netral",0," yg tolak merintah aceh  rakyat aceh   merintah aceh  pltgub nya titin rezim "
"928","Netral",0,"pemerintah siajalankan konsolidasi fiskal jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"929","Netral",0,"pengurus mpu pemerintah pengurus majelis permusyawaratan ulama mpu aceh utara  bakti  dikukuhk "
"930","Negatif",-1,"pemerintah   inflasi jelang natal    sti dat terkendali jokowipresidenku "
"931","Positif",1," rsud   nya merintah  swasta cek  rs mu   gratis tkalau  dok "
"932","Netral",0,"pengurus mpu pemerintah pengurus majelis permusyawaratan ulama mpu aceh utara  bakti  dikukuhk "
"933","Netral",0,"  dukung pemerintah bangun ikn nusantara kotaduniauntuksemua "
"934","Netral",0,"pemerintah siaturun  suku bunga kurjokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"935","Netral",0,"pemerintah targetkan revisi uu migas ramng jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"936","Netral",0,"pemerintah siajalankan konsolidasi fiskal jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"937","Negatif",-1,"pemerintah   inflasi jelang natal    sti dat terkendali jokowipresidenku "
"938","Netral",0,"pemerintah tingkatkan kerja   bidang rtahananjokowipresidenkupembangunanuntukrakyat "
"939","Netral",0,"pemerintah siaturun  suku bunga kurjokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"940","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"941","Netral",0,"pemerintah siamenjalankan konsolidasi fiskaljokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"942","Netral",0,"manta wujud keberhakan merintah keda ra laku usaha oduktif jokowipresidenku "
"943","Positif",1,"serahkan dipa  presiden apbn instrumen pemerintah jaga stabilitas ekonomi indonesia v "
"944","Netral",0,"pemerintah targetkan revisi uu migas ramng jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"945","Netral",0,"pemerintah siajalankan konsolidasi fiskal jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"946","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"947","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"948","Negatif",-1,"pemerintah   inflasi jelang natal    sti dat terkendali jokowipresidenku "
